flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season
F034501,KL,KLM,skyteam,KL5728,DXB,Dubai,FRA,Frankfurt,2026-05-16T08:20:00Z,2026-05-16T15:03:00Z,403,0,,0,Premium Economy,876.73,USD,4,A320neo,86,True,False,medium,shoulder,False
F034601,EK,Emirates,none,EK3030,SIN,Singapore,DEL,Delhi,2025-11-26T18:05:00Z,2025-11-26T23:56:00Z,351,0,,0,Economy,743.01,USD,2,A320neo,85,False,False,high,thanksgiving_peak,True
F034701,QF,Qantas,oneworld,QF5985,HKG,Hong Kong,NRT,Tokyo,2025-07-04T12:25:00Z,2025-07-04T16:47:00Z,262,0,,0,Economy,550.07,USD,3,B787-9,91,True,False,high,summer_peak,False
F034801,TG,Thai Airways,star,TG4250;TG8078,MEL,Melbourne,FRA,Frankfurt,2025-07-03T10:45:00Z,2025-07-04T10:09:00Z,1404,1,DXB,88,Economy,1022.03,USD,6,A380-800,82,True,False,low,winter_low,False
F034901,EK,Emirates,none,EK6525;EK9157,ORD,Chicago,LHR,London,2025-01-10T06:50:00Z,2025-01-10T19:54:00Z,784,1,AMS,182,Economy,500.16,USD,7,A380-800,86,False,True,low,winter_low,False
F035001,TK,Turkish Airlines,star,TK2577,SVO,Moscow,SIN,Singapore,2026-03-22T10:55:00Z,2026-03-22T22:08:00Z,673,0,,0,Business,3151.14,USD,3,A321neo,88,True,True,medium,shoulder,False
F035101,TG,Thai Airways,star,TG2918;TG8174,SFO,San Francisco,HKG,Hong Kong,2025-11-06T17:30:00Z,2025-11-07T12:53:00Z,1163,1,LAX,169,Economy,882.73,USD,9,A320neo,83,False,False,medium,shoulder,False
F035201,NH,ANA,star,NH4405;NH5441,FCO,Rome,DOH,Doha,2025-03-28T07:25:00Z,2025-03-29T15:22:00Z,1917,1,LAX,71,Economy,377.77,USD,9,B787-9,82,True,False,medium,shoulder,False
F035301,EK,Emirates,none,EK8498;EK6484;EK5850,JFK,New York,SYD,Sydney,2025-03-09T08:25:00Z,2025-03-11T05:27:00Z,2702,2,HKG;DXB,264,Premium Economy,2373.77,USD,7,A350-900,77,True,True,medium,shoulder,False
F035401,UA,United Airlines,star,UA3295;UA4807,CPT,Cape Town,SYD,Sydney,2025-11-30T09:05:00Z,2025-12-01T22:42:00Z,2257,1,CDG,205,Economy,1113.87,USD,3,B777-300ER,77,True,False,high,thanksgiving_peak,True
F035501,QF,Qantas,oneworld,QF6687;QF4144,SIN,Singapore,SVO,Moscow,2025-02-13T19:20:00Z,2025-02-15T02:26:00Z,1866,1,JFK,75,Economy,706.17,USD,4,E190,85,True,False,low,winter_low,False
F035601,TG,Thai Airways,star,TG6962;TG8751,SYD,Sydney,SFO,San Francisco,2026-04-30T20:55:00Z,2026-05-01T17:18:00Z,1223,1,LAX,199,Economy,923.12,USD,3,A380-800,84,True,False,medium,shoulder,False
F035701,LH,Lufthansa,star,LH2800,CPT,Cape Town,DEL,Delhi,2025-04-22T18:30:00Z,2025-04-23T06:46:00Z,736,0,,0,Business,3176.41,USD,8,A320neo,91,True,True,medium,shoulder,False
F035801,BA,British Airways,oneworld,BA3622;BA3092,GIG,Rio de Janeiro,DPS,Bali,2025-08-14T15:20:00Z,2025-08-15T22:10:00Z,1850,1,AMS,143,Business,3803.7,USD,6,E190,83,True,True,low,winter_low,False
F035901,JL,Japan Airlines,oneworld,JL9117,AMS,Amsterdam,FCO,Rome,2025-03-19T08:00:00Z,2025-03-19T10:17:00Z,137,0,,0,Economy,220.31,USD,9,B777-300ER,95,True,True,medium,shoulder,False
F036001,AI,Air India,star,AI1123,DXB,Dubai,GRU,Sao Paulo,2025-03-10T01:15:00Z,2025-03-10T17:11:00Z,956,0,,0,Economy,1052.01,USD,8,A350-900,88,False,False,medium,shoulder,False
F036101,QR,Qatar Airways,oneworld,QR2230,SYD,Sydney,LHR,London,2025-08-25T16:25:00Z,2025-08-26T14:21:00Z,1316,0,,0,Economy,1761.89,USD,6,B777-300ER,91,True,False,low,winter_low,False
F036201,AI,Air India,star,AI2507,AMS,Amsterdam,SFO,San Francisco,2025-05-11T12:45:00Z,2025-05-12T00:23:00Z,698,0,,0,Economy,906.26,USD,6,A321neo,86,True,False,medium,shoulder,False
F036301,TK,Turkish Airlines,star,TK2819;TK6577;TK8949,SFO,San Francisco,GRU,Sao Paulo,2026-02-17T17:35:00Z,2026-02-19T13:20:00Z,2625,2,NRT;ICN,422,Business,1964.02,USD,7,B777-300ER,77,True,True,low,winter_low,False
F036401,KL,KLM,skyteam,KL3582,LAX,Los Angeles,AMS,Amsterdam,2026-02-21T16:25:00Z,2026-02-22T04:16:00Z,711,0,,0,Economy,748.09,USD,7,A350-900,87,False,False,low,winter_low,False
F036501,EK,Emirates,none,EK4243,LHR,London,BKK,Bangkok,2026-03-07T11:40:00Z,2026-03-08T00:18:00Z,758,0,,0,Business,4235.33,USD,8,A321neo,89,True,True,medium,shoulder,False
F036601,UA,United Airlines,star,UA3442,CPT,Cape Town,AMS,Amsterdam,2025-10-29T16:50:00Z,2025-10-30T05:36:00Z,766,0,,0,Economy,877.24,USD,4,A380-800,89,True,False,medium,shoulder,False
F036701,SQ,Singapore Airlines,star,SQ8970;SQ996,MEX,Mexico City,YYZ,Toronto,2026-06-19T16:20:00Z,2026-06-20T02:17:00Z,597,1,LAX,68,Business,1414.2,USD,5,E190,86,True,True,high,summer_peak,False
F036801,LH,Lufthansa,star,LH2424,JFK,New York,SYD,Sydney,2025-03-23T19:25:00Z,2025-03-24T16:05:00Z,1240,0,,0,Economy,1745.58,USD,7,A321neo,90,True,False,medium,shoulder,False
F036901,DL,Delta,skyteam,DL7342,KUL,Kuala Lumpur,MEX,Mexico City,2025-03-03T16:55:00Z,2025-03-04T14:24:00Z,1289,0,,0,Economy,1656.61,USD,6,A320neo,91,True,False,medium,shoulder,False
F037001,TK,Turkish Airlines,star,TK3506,SFO,San Francisco,AKL,Auckland,2026-06-13T14:50:00Z,2026-06-14T04:38:00Z,828,0,,0,Economy,1633.62,USD,2,A350-900,82,False,False,high,summer_peak,False
F037101,KE,Korean Air,skyteam,KE6666;KE6429,AMS,Amsterdam,BCN,Barcelona,2025-02-23T08:55:00Z,2025-02-23T14:52:00Z,357,1,LHR,164,Business,363.48,USD,4,B767-300,82,True,True,low,winter_low,False
F037201,UA,United Airlines,star,UA2512;UA5179;UA1512,DXB,Dubai,LIS,Lisbon,2026-05-04T22:40:00Z,2026-05-05T16:49:00Z,1089,2,DOH;AMS,434,Economy,374.34,USD,9,B787-9,80,False,False,medium,shoulder,False
F037301,TK,Turkish Airlines,star,TK7036;TK6314;TK6503,ICN,Seoul,AMS,Amsterdam,2025-11-24T15:10:00Z,2025-11-26T06:54:00Z,2384,2,SFO;DOH,240,Economy,891.22,USD,2,A380-800,68,False,True,high,thanksgiving_peak,True
F037401,AF,Air France,skyteam,AF5617;AF1608,SYD,Sydney,YYZ,Toronto,2025-11-27T18:00:00Z,2025-11-29T01:01:00Z,1861,1,LHR,78,Business,5154.49,USD,4,B777-300ER,80,True,True,high,thanksgiving_peak,True
F037501,LH,Lufthansa,star,LH4559;LH8086,NRT,Tokyo,DXB,Dubai,2026-05-25T23:55:00Z,2026-05-26T16:02:00Z,967,1,DOH,237,Economy,547.78,USD,4,A380-800,81,False,False,medium,shoulder,False
F037601,CX,Cathay Pacific,oneworld,CX370,IST,Istanbul,CDG,Paris,2026-04-21T08:15:00Z,2026-04-21T11:41:00Z,206,0,,0,Economy,329.57,USD,9,A380-800,90,True,False,medium,shoulder,False
F037701,JL,Japan Airlines,oneworld,JL4831;JL4270,AMS,Amsterdam,CPT,Cape Town,2025-03-18T19:15:00Z,2025-03-19T23:34:00Z,1699,1,SIN,106,Economy,886.1,USD,6,B787-9,87,False,False,medium,shoulder,False
F037801,TK,Turkish Airlines,star,TK6255;TK8981,PEK,Beijing,SVO,Moscow,2025-12-18T07:30:00Z,2025-12-19T10:35:00Z,1625,1,JFK,161,Business,2593.46,USD,1,A321neo,72,True,True,peak,year_end_holidays,True
F037901,TK,Turkish Airlines,star,TK9192;TK5905,GIG,Rio de Janeiro,SIN,Singapore,2026-05-21T18:30:00Z,2026-05-23T03:50:00Z,2000,1,NRT,130,First,6738.91,USD,6,B777-300ER,80,True,True,medium,shoulder,False
F038001,CX,Cathay Pacific,oneworld,CX6286;CX7713,MEL,Melbourne,JFK,New York,2025-05-09T11:05:00Z,2025-05-10T13:11:00Z,1566,1,NRT,61,Economy,1302.19,USD,5,B777-300ER,86,False,True,medium,shoulder,False
F038101,KL,KLM,skyteam,KL1682,HKG,Hong Kong,DEL,Delhi,2025-07-29T16:40:00Z,2025-07-29T22:00:00Z,320,0,,0,Economy,588.23,USD,3,B787-9,81,True,False,high,summer_peak,False
F038201,TG,Thai Airways,star,TG1816;TG3979;TG8122,SIN,Singapore,SFO,San Francisco,2025-07-27T05:55:00Z,2025-07-28T13:53:00Z,1918,2,HKG;CDG,215,Economy,1280.87,USD,2,E190,73,True,False,high,summer_peak,False
F038301,JL,Japan Airlines,oneworld,JL2585,PEK,Beijing,ICN,Seoul,2025-12-22T11:35:00Z,2025-12-22T13:22:00Z,107,0,,0,Economy,271.86,USD,1,B767-300,82,True,False,peak,year_end_holidays,True
F038401,QF,Qantas,oneworld,QF1356;QF8078,SIN,Singapore,NRT,Tokyo,2026-06-20T07:20:00Z,2026-06-21T05:50:00Z,1350,1,DOH,183,Economy,708.53,USD,7,A320neo,78,False,False,high,summer_peak,False
F038501,AA,American Airlines,oneworld,AA3429;AA4394;AA5835,AMS,Amsterdam,PVG,Shanghai,2025-09-20T14:40:00Z,2025-09-21T19:51:00Z,1751,2,HKG;SIN,459,Economy,528.46,USD,6,A350-900,76,True,False,medium,shoulder,False
F038601,AA,American Airlines,oneworld,AA5245;AA4698,GIG,Rio de Janeiro,YYZ,Toronto,2025-08-26T20:15:00Z,2025-08-27T10:52:00Z,877,1,JFK,174,Business,1828.6,USD,8,E190,81,True,True,low,winter_low,False
F038701,TK,Turkish Airlines,star,TK9541;TK2383,MEL,Melbourne,MAA,Chennai,2025-02-01T11:10:00Z,2025-02-02T02:20:00Z,910,1,SIN,159,Business,3379.95,USD,3,B737-800,76,True,True,high,summer_peak,False
F038801,EK,Emirates,none,EK1878;EK5191;EK2001,CPT,Cape Town,MAA,Chennai,2025-05-11T01:55:00Z,2025-05-12T05:46:00Z,1671,2,DXB;HKG,257,Economy,631.14,USD,7,B777-300ER,78,True,False,medium,shoulder,False
F038901,QF,Qantas,oneworld,QF3205;QF3612,GRU,Sao Paulo,IST,Istanbul,2025-06-02T22:30:00Z,2025-06-04T05:57:00Z,1887,1,LAX,239,Premium Economy,1692.42,USD,7,A380-800,90,True,True,low,winter_low,False
F039001,AI,Air India,star,AI2103,JFK,New York,CDG,Paris,2025-02-25T16:00:00Z,2025-02-25T23:57:00Z,477,0,,0,Economy,449.48,USD,8,B787-9,92,False,True,low,winter_low,False
F039101,NH,ANA,star,NH4212;NH5435,BCN,Barcelona,LAX,Los Angeles,2026-05-11T10:30:00Z,2026-05-12T16:27:00Z,1797,1,HKG,89,Economy,920.51,USD,3,B737-800,89,True,False,medium,shoulder,False
F039201,KE,Korean Air,skyteam,KE6082,GIG,Rio de Janeiro,ICN,Seoul,2025-04-20T19:30:00Z,2025-04-21T18:48:00Z,1398,0,,0,Economy,1991.99,USD,3,E190,89,True,True,medium,shoulder,False
F039301,EK,Emirates,none,EK5657,MEX,Mexico City,NRT,Tokyo,2026-04-24T09:50:00Z,2026-04-25T00:33:00Z,883,0,,0,Economy,1143.26,USD,4,B777-300ER,96,True,False,medium,shoulder,False
F039401,TK,Turkish Airlines,star,TK8788,ICN,Seoul,JFK,New York,2025-05-14T14:15:00Z,2025-05-15T04:46:00Z,871,0,,0,Economy,1169.23,USD,8,B777-300ER,91,True,False,medium,shoulder,False
F039501,AA,American Airlines,oneworld,AA4803,SYD,Sydney,ICN,Seoul,2025-07-26T22:15:00Z,2025-07-27T09:20:00Z,665,0,,0,Economy,854.3,USD,5,A350-900,88,True,False,low,winter_low,False
F039601,DL,Delta,skyteam,DL8438;DL3408;DL4763,IST,Istanbul,DEL,Delhi,2026-03-20T14:45:00Z,2026-03-22T10:04:00Z,2599,2,ICN;LAX,198,Economy,311.57,USD,6,A380-800,79,True,False,medium,shoulder,False
F039701,AA,American Airlines,oneworld,AA9933,AMS,Amsterdam,PEK,Beijing,2026-01-13T06:15:00Z,2026-01-13T16:42:00Z,627,0,,0,Business,2477.09,USD,7,B767-300,87,True,True,low,winter_low,False
F039801,KL,KLM,skyteam,KL4740;KL7261;KL6754,MEL,Melbourne,SIN,Singapore,2026-06-12T17:55:00Z,2026-06-14T11:11:00Z,2476,2,AMS;DOH,282,Economy,337.29,USD,5,A320neo,72,True,False,low,winter_low,False
F039901,AF,Air France,skyteam,AF610,SFO,San Francisco,PEK,Beijing,2025-12-31T21:05:00Z,2026-01-01T09:37:00Z,752,0,,0,Economy,1563.52,USD,3,A380-800,78,False,False,peak,year_end_holidays,True
F040001,TK,Turkish Airlines,star,TK5658;TK8260,SIN,Singapore,DEL,Delhi,2025-02-14T13:15:00Z,2025-02-15T01:45:00Z,750,1,HKG,198,Economy,286.51,USD,7,B777-300ER,80,True,False,low,winter_low,False
F040101,JL,Japan Airlines,oneworld,JL2611;JL7671,AMS,Amsterdam,MEL,Melbourne,2025-06-12T00:10:00Z,2025-06-12T23:18:00Z,1388,1,SIN,68,Economy,1983.92,USD,3,A380-800,86,False,False,high,summer_peak,False
F040201,LH,Lufthansa,star,LH8873;LH2448,SYD,Sydney,ORD,Chicago,2025-11-26T07:55:00Z,2025-11-27T18:08:00Z,2053,1,FRA,214,Premium Economy,2770.78,USD,2,A320neo,76,True,True,high,thanksgiving_peak,True
F040301,BA,British Airways,oneworld,BA1136;BA4829,LAX,Los Angeles,YYZ,Toronto,2026-01-17T19:05:00Z,2026-01-19T10:38:00Z,2373,1,SIN,112,Business,884.98,USD,9,A321neo,86,True,True,low,winter_low,False
F040401,KE,Korean Air,skyteam,KE5085,BKK,Bangkok,SIN,Singapore,2025-05-22T21:35:00Z,2025-05-23T00:01:00Z,146,0,,0,Premium Economy,283.68,USD,9,A330-300,86,True,False,medium,shoulder,False
F040501,QR,Qatar Airways,oneworld,QR3488,DOH,Doha,ORD,Chicago,2026-05-08T10:25:00Z,2026-05-09T01:24:00Z,899,0,,0,Business,4231.37,USD,6,E190,95,True,True,medium,shoulder,False
F040601,UA,United Airlines,star,UA7022;UA1025;UA1172,CPT,Cape Town,PVG,Shanghai,2025-06-10T10:20:00Z,2025-06-11T17:46:00Z,1886,2,FRA;HKG,282,Business,2759.32,USD,4,B777-300ER,75,True,True,low,winter_low,False
F040701,EK,Emirates,none,EK9929;EK6506;EK229,DEL,Delhi,AMS,Amsterdam,2026-03-05T09:45:00Z,2026-03-06T11:46:00Z,1561,2,SIN;HKG,243,Economy,488.81,USD,4,B777-300ER,84,True,False,medium,shoulder,False
F040801,AA,American Airlines,oneworld,AA1225;AA2440,PEK,Beijing,BOM,Mumbai,2025-09-15T10:50:00Z,2025-09-16T19:01:00Z,1931,1,SFO,126,Economy,397.51,USD,9,B737-800,86,True,False,medium,shoulder,False
F040901,CX,Cathay Pacific,oneworld,CX9780,FRA,Frankfurt,IST,Istanbul,2025-05-08T21:30:00Z,2025-05-09T00:27:00Z,177,0,,0,Business,801.27,USD,3,A321neo,90,True,True,medium,shoulder,False
F041001,KE,Korean Air,skyteam,KE2238;KE4594,SIN,Singapore,PEK,Beijing,2026-06-08T09:25:00Z,2026-06-09T22:26:00Z,2221,1,JFK,168,Business,1710.1,USD,6,E190,81,True,True,high,summer_peak,False
F041101,AA,American Airlines,oneworld,AA2855;AA4425;AA6763,AMS,Amsterdam,SFO,San Francisco,2025-03-15T21:40:00Z,2025-03-17T23:31:00Z,2991,2,JFK;SIN,265,Economy,592.22,USD,6,B767-300,77,True,True,medium,shoulder,False
F041201,CX,Cathay Pacific,oneworld,CX459,LIS,Lisbon,DXB,Dubai,2025-09-29T23:00:00Z,2025-09-30T07:20:00Z,500,0,,0,Economy,751.37,USD,5,B767-300,95,False,True,medium,shoulder,False
F041301,QR,Qatar Airways,oneworld,QR9476,LAX,Los Angeles,IST,Istanbul,2026-03-06T12:40:00Z,2026-03-07T03:05:00Z,865,0,,0,Economy,1216.52,USD,4,A380-800,95,False,False,medium,shoulder,False
F041401,KE,Korean Air,skyteam,KE2818;KE349,SFO,San Francisco,FCO,Rome,2025-07-16T16:50:00Z,2025-07-17T10:24:00Z,1054,1,CDG,220,Business,3400.6,USD,6,A321neo,78,True,True,high,summer_peak,False
F041501,KE,Korean Air,skyteam,KE5686,GIG,Rio de Janeiro,DOH,Doha,2026-03-12T13:10:00Z,2026-03-13T04:14:00Z,904,0,,0,Business,4218.45,USD,7,A330-300,84,True,True,medium,shoulder,False
F041601,QF,Qantas,oneworld,QF7148;QF266;QF7801,MEX,Mexico City,SIN,Singapore,2026-03-21T03:10:00Z,2026-03-23T01:20:00Z,2770,2,AMS;SFO,284,Economy,1240.65,USD,7,A320neo,76,True,False,medium,shoulder,False
F041701,UA,United Airlines,star,UA8962;UA2447;UA7164,FRA,Frankfurt,DXB,Dubai,2025-07-12T11:20:00Z,2025-07-13T21:47:00Z,2067,2,ICN;AMS,279,First,2663.86,USD,6,A330-300,73,True,True,high,summer_peak,False
F041801,AI,Air India,star,AI5653;AI5501,ORD,Chicago,LIS,Lisbon,2025-03-28T09:10:00Z,2025-03-28T21:41:00Z,751,1,CDG,62,First,2551.17,USD,8,B737-800,79,True,True,medium,shoulder,False
F041901,AA,American Airlines,oneworld,AA494;AA9265,DEL,Delhi,SYD,Sydney,2025-06-10T09:25:00Z,2025-06-12T00:24:00Z,2339,1,JFK,178,Economy,1025.4,USD,7,B767-300,80,True,False,high,summer_peak,False
F042001,AA,American Airlines,oneworld,AA2843,LHR,London,DPS,Bali,2025-04-22T11:20:00Z,2025-04-23T03:39:00Z,979,0,,0,Economy,1155.56,USD,7,A320neo,86,False,False,medium,shoulder,False
F042101,AF,Air France,skyteam,AF1508;AF2884,LIS,Lisbon,SFO,San Francisco,2025-12-02T18:25:00Z,2025-12-03T22:38:00Z,1693,1,DXB,177,Economy,664.08,USD,6,B737-800,83,False,True,medium,shoulder,False
F042201,TG,Thai Airways,star,TG4917;TG5926,LAX,Los Angeles,SIN,Singapore,2026-01-27T06:50:00Z,2026-01-28T10:09:00Z,1639,1,AMS,100,Economy,962.03,USD,6,B777-300ER,82,False,False,low,winter_low,False
F042301,EK,Emirates,none,EK6115;EK5589,DOH,Doha,FCO,Rome,2025-03-26T10:00:00Z,2025-03-26T22:40:00Z,760,1,CDG,226,Economy,337.64,USD,8,A380-800,88,True,False,medium,shoulder,False
F042401,TK,Turkish Airlines,star,TK7791;TK5640,LHR,London,KUL,Kuala Lumpur,2026-04-08T20:00:00Z,2026-04-09T18:59:00Z,1379,1,NRT,175,Economy,1021.72,USD,4,B787-9,82,False,True,high,spring_break,True
F042501,JL,Japan Airlines,oneworld,JL2590,SIN,Singapore,BCN,Barcelona,2026-05-30T15:30:00Z,2026-05-31T05:47:00Z,857,0,,0,Economy,1199.26,USD,4,B787-9,90,True,False,medium,shoulder,False
F042601,TG,Thai Airways,star,TG502;TG6419;TG2392,GIG,Rio de Janeiro,AMS,Amsterdam,2025-12-24T18:20:00Z,2025-12-26T20:51:00Z,3031,2,ICN;JFK,284,Economy,1107.38,USD,3,B777-300ER,72,False,True,peak,year_end_holidays,True
F042701,CX,Cathay Pacific,oneworld,CX9492;CX6298,DEL,Delhi,NRT,Tokyo,2026-04-30T18:35:00Z,2026-05-01T04:49:00Z,614,1,ICN,92,Economy,475.4,USD,9,A321neo,87,False,False,medium,shoulder,False
F042801,QF,Qantas,oneworld,QF9836,ORD,Chicago,JFK,New York,2026-03-13T15:05:00Z,2026-03-13T17:14:00Z,129,0,,0,Economy,171.4,USD,3,B777-300ER,91,True,True,medium,shoulder,False
F042901,TK,Turkish Airlines,star,TK5976;TK7515,DEL,Delhi,IST,Istanbul,2026-06-04T08:55:00Z,2026-06-05T05:17:00Z,1222,1,ICN,200,Economy,541.87,USD,2,B787-9,79,False,False,high,summer_peak,False
F043001,AF,Air France,skyteam,AF1114;AF3559;AF1849,PEK,Beijing,LHR,London,2025-01-28T17:30:00Z,2025-01-30T20:34:00Z,3064,2,JFK;SIN,155,Economy,513.09,USD,5,A321neo,75,False,False,low,winter_low,False
F043101,SQ,Singapore Airlines,star,SQ7165;SQ3634;SQ5247,MAA,Chennai,BKK,Bangkok,2025-06-27T01:40:00Z,2025-06-28T08:54:00Z,1874,2,FRA;HKG,373,Premium Economy,406.1,USD,4,B737-800,74,True,False,high,summer_peak,False
F043201,NH,ANA,star,NH7700;NH5506;NH4179,LAX,Los Angeles,SVO,Moscow,2025-01-23T17:55:00Z,2025-01-24T16:01:00Z,1326,2,FRA;LHR,271,First,4184.39,USD,4,A330-300,79,True,True,low,winter_low,False
F043301,DL,Delta,skyteam,DL3290,BKK,Bangkok,AMS,Amsterdam,2026-04-28T19:30:00Z,2026-04-29T07:40:00Z,730,0,,0,Economy,904.32,USD,4,E190,92,True,False,medium,shoulder,False
F043401,AI,Air India,star,AI2044,SYD,Sydney,HKG,Hong Kong,2026-06-30T16:25:00Z,2026-07-01T02:19:00Z,594,0,,0,First,3408.43,USD,5,B777-300ER,90,True,True,low,winter_low,False
F043501,AA,American Airlines,oneworld,AA5713;AA6510;AA3239,FRA,Frankfurt,DOH,Doha,2025-01-17T08:50:00Z,2025-01-18T21:36:00Z,2206,2,JFK;LAX,323,Premium Economy,561.43,USD,6,A330-300,74,True,True,low,winter_low,False
F043601,UA,United Airlines,star,UA2710,DOH,Doha,JFK,New York,2026-05-24T17:30:00Z,2026-05-25T07:37:00Z,847,0,,0,Economy,1081.78,USD,5,A380-800,88,False,True,medium,shoulder,False
F043701,JL,Japan Airlines,oneworld,JL289;JL6923,SIN,Singapore,AMS,Amsterdam,2025-08-01T20:15:00Z,2025-08-02T14:14:00Z,1079,1,CDG,166,Business,4409.66,USD,6,E190,79,True,True,high,summer_peak,False
F043801,AA,American Airlines,oneworld,AA5307,DXB,Dubai,BKK,Bangkok,2026-05-20T08:30:00Z,2026-05-20T15:17:00Z,407,0,,0,Economy,521.67,USD,7,B767-300,91,True,False,medium,shoulder,False
F043901,QF,Qantas,oneworld,QF4627;QF3303;QF9672,SFO,San Francisco,MEL,Melbourne,2025-06-26T16:35:00Z,2025-06-28T07:47:00Z,2352,2,IST;SIN,323,Economy,1398.07,USD,5,A320neo,77,True,False,high,summer_peak,False
F044001,QF,Qantas,oneworld,QF1802,HKG,Hong Kong,SYD,Sydney,2026-02-14T09:40:00Z,2026-02-14T19:34:00Z,594,0,,0,Economy,871.46,USD,4,B777-300ER,94,False,True,low,winter_low,False
F044101,EK,Emirates,none,EK7355;EK9832,ICN,Seoul,CDG,Paris,2025-01-23T22:20:00Z,2025-01-24T15:15:00Z,1015,1,NRT,113,Business,2360.35,USD,9,E190,86,True,True,low,winter_low,False
F044201,EK,Emirates,none,EK6479;EK7611;EK2830,GIG,Rio de Janeiro,CDG,Paris,2025-01-10T22:25:00Z,2025-01-13T04:51:00Z,3266,2,SIN;JFK,378,Economy,976.84,USD,4,A350-900,72,False,False,high,summer_peak,False
F044301,QR,Qatar Airways,oneworld,QR6766,SIN,Singapore,DEL,Delhi,2025-07-08T15:20:00Z,2025-07-08T21:11:00Z,351,0,,0,Economy,642.66,USD,7,A320neo,91,False,False,high,summer_peak,False
F044401,BA,British Airways,oneworld,BA5096,DOH,Doha,MEX,Mexico City,2025-09-19T08:50:00Z,2025-09-20T03:08:00Z,1098,0,,0,Economy,1386.72,USD,5,A350-900,90,True,False,medium,shoulder,False
F044501,QR,Qatar Airways,oneworld,QR7757;QR937;QR4854,SFO,San Francisco,DOH,Doha,2025-09-02T03:15:00Z,2025-09-04T12:19:00Z,3424,2,SIN;JFK,329,Economy,984.53,USD,3,E190,77,False,False,medium,shoulder,False
F044601,BA,British Airways,oneworld,BA1380;BA9047,GIG,Rio de Janeiro,AMS,Amsterdam,2025-06-29T19:50:00Z,2025-06-30T22:27:00Z,1597,1,SFO,62,Economy,734.56,USD,7,A330-300,84,True,False,low,winter_low,False
F044701,QF,Qantas,oneworld,QF6009,SIN,Singapore,JFK,New York,2025-04-30T09:40:00Z,2025-05-01T05:30:00Z,1190,0,,0,Economy,1558.74,USD,6,B777-300ER,95,False,True,medium,shoulder,False
F044801,LH,Lufthansa,star,LH6709;LH9537,FRA,Frankfurt,CPT,Cape Town,2025-07-16T07:45:00Z,2025-07-17T18:41:00Z,2096,1,LAX,111,Business,3019.85,USD,7,A321neo,76,True,True,high,summer_peak,False
F044901,DL,Delta,skyteam,DL1854,CPT,Cape Town,FRA,Frankfurt,2025-09-06T18:25:00Z,2025-09-07T06:49:00Z,744,0,,0,Economy,874.08,USD,4,A350-900,89,False,False,medium,shoulder,False
F045001,QF,Qantas,oneworld,QF9582,HKG,Hong Kong,JFK,New York,2025-05-23T12:45:00Z,2025-05-24T05:37:00Z,1012,0,,0,Economy,1408.58,USD,7,A320neo,89,True,False,medium,shoulder,False
F045101,UA,United Airlines,star,UA2607;UA3039;UA4608,PEK,Beijing,BOM,Mumbai,2025-10-20T21:55:00Z,2025-10-22T15:14:00Z,2479,2,SFO;SIN,335,Economy,303.85,USD,7,B777-300ER,76,True,False,medium,shoulder,False
F045201,CX,Cathay Pacific,oneworld,CX2696;CX8192,BOM,Mumbai,MEL,Melbourne,2025-05-27T11:50:00Z,2025-05-28T08:36:00Z,1246,1,ICN,109,Economy,827.08,USD,5,E190,85,False,False,medium,shoulder,False
F045301,BA,British Airways,oneworld,BA8396;BA1307,BOM,Mumbai,SYD,Sydney,2025-03-05T14:25:00Z,2025-03-07T05:20:00Z,2335,1,JFK,116,Economy,864.52,USD,9,E190,81,False,True,medium,shoulder,False
F045401,EK,Emirates,none,EK4092,MEX,Mexico City,IST,Istanbul,2025-10-12T21:35:00Z,2025-10-13T12:29:00Z,894,0,,0,Economy,1226.95,USD,7,A380-800,91,True,False,medium,shoulder,False
F045501,TG,Thai Airways,star,TG8536;TG224;TG4733,ICN,Seoul,SVO,Moscow,2025-07-05T13:05:00Z,2025-07-07T10:36:00Z,2731,2,LAX;SIN,199,Premium Economy,1151.82,USD,2,A321neo,70,True,False,high,summer_peak,False
F045601,EK,Emirates,none,EK4250;EK6843,ORD,Chicago,CDG,Paris,2026-03-14T16:20:00Z,2026-03-16T01:05:00Z,1965,1,HKG,227,Economy,567.34,USD,9,A330-300,82,False,False,medium,shoulder,False
F045701,QF,Qantas,oneworld,QF1449,ORD,Chicago,BKK,Bangkok,2025-02-04T21:40:00Z,2025-02-05T15:32:00Z,1072,0,,0,Economy,1568.25,USD,8,B787-9,91,False,False,low,winter_low,False
F045801,JL,Japan Airlines,oneworld,JL956;JL2834;JL5669,DXB,Dubai,YYZ,Toronto,2025-07-01T10:40:00Z,2025-07-02T16:51:00Z,1811,2,HKG;JFK,232,Economy,1035.64,USD,7,A350-900,76,False,False,high,summer_peak,False
F045901,QR,Qatar Airways,oneworld,QR5698;QR3181,SYD,Sydney,DEL,Delhi,2026-03-29T18:25:00Z,2026-03-31T02:51:00Z,1946,1,CDG,104,Economy,984.4,USD,8,A321neo,82,True,False,medium,shoulder,False
